wbgt,continuous_exposure_minutes,next_travel_minutes,time_since_rest_minutes,cooling_spot_distance_m,heat_risk_score,risk_level,rest_status
31.36,47.07,39.14,21.21,1179.27,74.03,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
20.9,55.79,30.62,49.62,2242.81,27.17,LOW,MOVABLE
18.69,87.11,32.4,88.37,699.94,37.78,CAUTION,MOVABLE
24.03,45.52,21.38,38.57,1131.16,43.92,CAUTION,REST_RECOMMENDED
32.31,63.27,44.12,78.43,253.19,85.13,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
27.36,118.67,21.65,71.59,358.12,73.0,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
26.2,126.17,21.38,74.92,354.81,75.0,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
32.83,112.33,19.4,55.24,826.75,82.75,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
23.12,64.17,11.1,53.4,275.81,42.47,CAUTION,REST_RECOMMENDED
27.96,36.78,14.01,164.59,2153.26,60.4,REST_RECOMMENDED,REST_RECOMMENDED
21.06,99.25,30.17,72.03,400.27,51.0,REST_RECOMMENDED,REST_RECOMMENDED
26.7,20.72,27.09,100.68,264.81,52.96,REST_RECOMMENDED,REST_RECOMMENDED
31.33,125.05,15.2,42.23,985.67,81.0,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
25.45,65.89,37.72,108.9,176.87,71.4,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
26.28,120.39,10.04,124.44,128.82,70.0,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
21.41,29.84,26.8,94.19,1272.72,29.0,LOW,MOVABLE
20.73,75.32,21.32,90.54,708.63,39.54,CAUTION,REST_RECOMMENDED
20.6,105.88,18.02,97.56,1089.84,40.75,CAUTION,REST_RECOMMENDED
32.56,35.35,40.36,76.06,2223.22,83.53,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
23.24,98.86,26.84,107.58,1138.64,64.0,REST_RECOMMENDED,REST_RECOMMENDED
24.57,31.87,31.03,77.39,2094.07,48.07,CAUTION,REST_RECOMMENDED
28.94,87.2,40.0,96.36,179.46,84.18,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
23.24,17.3,53.58,25.47,45.33,27.0,LOW,MOVABLE
23.33,97.46,7.63,117.79,592.47,67.31,REST_RECOMMENDED,REST_RECOMMENDED
24.29,99.82,3.4,17.75,1085.92,48.5,CAUTION,REST_RECOMMENDED
25.67,45.25,30.59,123.49,885.95,72.71,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
28.57,63.86,10.31,122.62,1013.9,92.52,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
20.71,50.57,30.74,68.07,71.2,25.76,LOW,MOVABLE
33.36,74.99,23.15,132.8,522.9,92.49,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
27.25,38.08,17.94,56.32,719.58,49.66,CAUTION,REST_RECOMMENDED
22.63,104.6,20.39,65.11,1002.17,52.11,REST_RECOMMENDED,REST_RECOMMENDED
32.95,84.83,14.09,64.37,1506.98,81.65,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
30.5,119.9,47.81,63.6,1344.34,99.97,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
31.71,38.78,17.92,44.0,759.46,68.94,REST_RECOMMENDED,REST_RECOMMENDED
34.51,104.74,8.89,97.02,1399.84,88.36,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
30.31,68.53,29.09,72.1,1220.75,89.3,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
26.75,96.23,2.72,89.41,916.03,68.69,REST_RECOMMENDED,REST_RECOMMENDED
29.41,153.19,25.9,43.14,740.58,91.02,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
30.87,107.73,9.0,138.69,228.55,90.38,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
17.39,19.52,37.5,47.13,1330.62,15.99,LOW,MOVABLE
17.64,8.43,20.86,115.6,1509.07,21.0,LOW,MOVABLE
20.37,83.73,8.46,137.89,1118.0,31.51,CAUTION,MOVABLE
28.65,52.56,32.16,15.79,470.75,67.0,REST_RECOMMENDED,REST_RECOMMENDED
23.21,26.05,33.54,120.01,2062.0,47.58,CAUTION,REST_RECOMMENDED
18.08,124.65,25.42,71.14,607.31,42.11,CAUTION,REST_RECOMMENDED
23.07,78.76,30.04,29.75,597.91,50.75,REST_RECOMMENDED,REST_RECOMMENDED
26.18,58.01,18.86,139.63,1754.17,58.0,REST_RECOMMENDED,REST_RECOMMENDED
29.04,50.21,47.37,98.57,635.57,79.89,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
21.57,30.72,55.87,62.61,1466.95,37.43,CAUTION,MOVABLE
27.01,70.29,37.21,30.41,451.79,69.99,REST_RECOMMENDED,REST_BEFORE_NEXT_VISIT
26.45,67.65,23.57,125.25,601.81,72.35,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
33.13,115.64,6.32,36.25,924.29,83.4,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
26.17,89.99,0.63,44.91,1444.04,57.0,REST_RECOMMENDED,REST_RECOMMENDED
30.25,113.63,3.34,57.7,1637.5,82.7,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
30.26,67.45,27.48,52.63,1041.43,80.76,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
18.32,73.39,31.22,73.19,746.03,35.5,CAUTION,MOVABLE
21.44,53.45,19.55,122.7,344.22,38.47,CAUTION,MOVABLE
30.83,36.98,40.51,128.6,1071.98,82.92,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
26.36,25.36,9.58,64.07,1454.55,44.0,CAUTION,REST_RECOMMENDED
25.58,94.33,14.81,52.01,549.29,66.0,REST_RECOMMENDED,REST_RECOMMENDED
20.79,95.29,27.81,122.96,514.59,47.66,CAUTION,REST_RECOMMENDED
31.81,110.58,15.36,128.82,1434.53,93.23,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
28.56,63.98,33.07,74.89,1717.53,91.06,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
20.5,94.54,14.23,70.0,767.22,43.71,CAUTION,REST_RECOMMENDED
19.35,111.17,20.81,67.4,1039.04,46.36,CAUTION,REST_RECOMMENDED
31.16,44.35,18.14,43.77,1885.16,69.62,REST_RECOMMENDED,REST_BEFORE_NEXT_VISIT
19.12,108.18,9.7,56.74,384.56,29.24,LOW,MOVABLE
27.78,39.47,16.23,73.59,922.83,57.76,REST_RECOMMENDED,REST_RECOMMENDED
28.8,42.88,26.38,86.88,138.41,70.81,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
31.52,104.77,20.26,87.23,513.22,90.77,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
28.75,93.23,14.12,110.9,1009.47,94.15,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
24.8,53.12,28.58,103.18,1960.29,54.12,REST_RECOMMENDED,REST_RECOMMENDED
29.56,24.1,24.68,103.9,1208.24,71.32,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
26.98,18.36,28.35,114.57,1882.87,54.0,REST_RECOMMENDED,REST_RECOMMENDED
28.51,85.92,23.38,66.08,532.87,81.98,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
29.5,39.98,28.49,123.68,1265.41,81.03,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
16.82,58.43,25.24,17.57,569.72,16.18,LOW,MOVABLE
26.27,160.33,16.97,45.98,1611.11,72.14,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
28.66,20.74,37.38,69.09,1219.45,69.94,REST_RECOMMENDED,REST_BEFORE_NEXT_VISIT
26.29,44.03,27.73,55.09,673.97,56.26,REST_RECOMMENDED,REST_RECOMMENDED
26.05,88.52,16.64,118.83,1678.97,71.15,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
26.08,86.28,52.39,37.26,126.85,62.0,REST_RECOMMENDED,REST_RECOMMENDED
21.96,58.32,15.31,96.7,681.6,37.9,CAUTION,MOVABLE
27.41,16.73,48.76,42.36,1124.12,58.31,REST_RECOMMENDED,REST_RECOMMENDED
24.06,64.95,13.15,80.9,1482.66,50.56,REST_RECOMMENDED,REST_RECOMMENDED
17.28,118.15,21.01,123.15,612.66,47.56,CAUTION,REST_RECOMMENDED
29.99,70.2,18.93,76.3,1551.67,84.17,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
29.42,24.95,13.85,40.71,1757.81,62.4,REST_RECOMMENDED,REST_RECOMMENDED
26.51,45.45,26.39,88.13,800.24,57.0,REST_RECOMMENDED,REST_RECOMMENDED
24.82,118.27,19.26,51.98,1466.85,58.6,REST_RECOMMENDED,REST_RECOMMENDED
27.3,138.96,20.63,71.84,2014.05,81.14,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
26.12,87.69,24.74,157.84,610.37,69.03,REST_RECOMMENDED,REST_BEFORE_NEXT_VISIT
21.06,66.53,56.7,17.3,1486.34,39.0,CAUTION,MOVABLE
24.14,103.55,5.67,128.71,2103.63,59.75,REST_RECOMMENDED,REST_RECOMMENDED
20.65,47.55,10.73,52.3,1575.84,16.1,LOW,MOVABLE
24.49,96.98,10.92,12.34,844.02,52.91,REST_RECOMMENDED,REST_RECOMMENDED
23.34,43.05,30.64,157.16,324.84,47.9,CAUTION,REST_RECOMMENDED
32.19,39.67,21.55,71.07,1500.83,76.25,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
24.79,17.15,29.87,39.71,964.89,32.82,CAUTION,MOVABLE
18.09,102.68,10.17,142.35,1815.6,40.0,CAUTION,REST_RECOMMENDED
27.34,65.01,22.07,105.03,1382.92,73.81,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
30.28,78.0,34.12,116.54,817.17,87.0,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
30.04,113.68,12.22,119.42,1082.13,94.61,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
22.43,34.43,47.22,106.96,389.77,47.16,CAUTION,REST_RECOMMENDED
26.23,27.75,10.83,91.39,673.44,57.28,REST_RECOMMENDED,REST_RECOMMENDED
18.47,138.99,35.84,17.52,402.72,36.39,CAUTION,MOVABLE
17.25,63.49,16.02,27.79,2410.65,28.36,LOW,MOVABLE
27.76,75.83,36.34,74.88,1530.86,74.14,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
24.31,81.81,14.56,8.77,1326.35,48.52,CAUTION,REST_RECOMMENDED
33.21,15.67,23.83,104.8,2936.43,69.0,REST_RECOMMENDED,REST_RECOMMENDED
22.37,100.53,28.42,22.63,929.87,44.61,CAUTION,REST_RECOMMENDED
25.5,107.17,14.17,140.44,307.01,75.09,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
26.78,45.9,8.59,150.31,1330.12,60.07,REST_RECOMMENDED,REST_RECOMMENDED
22.3,64.43,10.74,110.18,1269.03,44.52,CAUTION,REST_RECOMMENDED
25.72,87.4,2.79,45.47,2090.7,59.39,REST_RECOMMENDED,REST_RECOMMENDED
23.0,74.05,17.56,105.14,1101.2,53.58,REST_RECOMMENDED,REST_RECOMMENDED
30.42,98.92,26.5,114.33,193.98,89.0,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
25.83,70.34,16.43,31.89,1243.74,64.46,REST_RECOMMENDED,REST_RECOMMENDED
21.76,51.33,24.12,76.43,966.74,33.88,CAUTION,MOVABLE
23.26,59.37,42.5,116.18,1349.05,53.25,REST_RECOMMENDED,REST_RECOMMENDED
21.11,77.72,5.07,161.67,2428.43,39.0,CAUTION,MOVABLE
21.34,70.1,31.77,169.21,576.2,49.7,CAUTION,REST_RECOMMENDED
25.31,60.17,14.56,67.33,2709.7,65.73,REST_RECOMMENDED,REST_RECOMMENDED
24.72,110.65,11.09,85.52,2131.81,62.3,REST_RECOMMENDED,REST_RECOMMENDED
21.46,13.34,22.01,166.07,288.47,25.26,LOW,MOVABLE
29.62,59.06,37.0,83.48,119.64,73.72,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
26.16,55.49,27.14,129.17,909.33,60.0,REST_RECOMMENDED,REST_RECOMMENDED
24.02,78.32,6.83,45.06,1051.75,43.77,CAUTION,REST_RECOMMENDED
24.09,45.81,23.14,79.67,331.81,42.44,CAUTION,REST_RECOMMENDED
22.06,43.93,22.04,80.04,1644.29,37.7,CAUTION,MOVABLE
30.82,53.72,30.86,51.91,185.62,69.42,REST_RECOMMENDED,REST_BEFORE_NEXT_VISIT
33.46,55.25,36.41,78.47,409.03,74.0,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
29.86,77.31,15.53,45.39,1242.76,75.8,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
33.68,52.92,28.2,128.82,1424.12,80.71,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
24.66,68.31,19.06,48.23,1303.78,45.0,CAUTION,REST_RECOMMENDED
29.51,61.33,18.93,70.89,439.42,84.27,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
16.75,141.75,11.97,94.89,86.36,44.64,CAUTION,REST_RECOMMENDED
28.03,50.58,28.82,80.45,1044.4,75.25,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
25.82,61.25,10.95,139.32,883.66,71.25,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
17.78,42.5,11.3,39.41,130.19,12.45,LOW,MOVABLE
24.43,14.61,40.4,36.02,689.03,35.34,CAUTION,MOVABLE
33.14,13.29,30.56,56.72,1813.99,73.69,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
21.42,67.92,26.09,34.43,625.13,41.34,CAUTION,REST_RECOMMENDED
30.47,53.66,24.02,36.96,578.38,69.94,REST_RECOMMENDED,REST_BEFORE_NEXT_VISIT
21.27,123.39,32.5,67.29,355.6,55.69,REST_RECOMMENDED,REST_RECOMMENDED
30.98,34.83,30.33,88.06,1001.15,79.39,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
27.16,82.92,17.66,165.26,1582.44,67.0,REST_RECOMMENDED,REST_RECOMMENDED
22.16,56.73,27.81,46.29,841.06,30.69,CAUTION,MOVABLE
32.47,38.48,29.85,109.93,626.1,76.53,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
20.66,45.98,23.5,63.59,819.55,27.11,LOW,MOVABLE
25.82,112.51,9.04,123.57,822.31,72.31,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
29.44,45.92,27.88,54.72,1796.87,75.97,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
18.57,148.33,37.13,65.36,1382.19,44.39,CAUTION,REST_RECOMMENDED
17.26,104.85,18.6,50.1,639.39,31.0,CAUTION,MOVABLE
26.73,82.42,49.29,61.48,1954.9,76.73,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
24.91,138.81,7.82,132.49,542.29,57.84,REST_RECOMMENDED,REST_RECOMMENDED
22.3,129.84,26.32,39.73,32.41,51.16,REST_RECOMMENDED,REST_RECOMMENDED
23.99,34.89,15.5,113.49,367.97,42.69,CAUTION,REST_RECOMMENDED
17.71,88.31,28.24,71.71,952.82,33.88,CAUTION,MOVABLE
20.81,24.33,14.37,140.67,771.14,17.27,LOW,MOVABLE
21.96,28.73,28.11,119.93,1905.88,29.39,LOW,MOVABLE
25.35,36.93,37.25,30.78,941.17,61.23,REST_RECOMMENDED,REST_RECOMMENDED
24.49,27.82,16.1,91.56,800.62,37.4,CAUTION,MOVABLE
26.66,21.42,30.8,133.77,1017.4,57.0,REST_RECOMMENDED,REST_RECOMMENDED
28.42,43.95,6.99,91.66,885.15,74.92,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
31.61,74.33,18.84,84.18,2018.06,79.0,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
20.67,97.66,9.71,136.26,735.31,36.26,CAUTION,MOVABLE
26.92,35.6,31.42,126.84,918.24,70.31,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
30.22,43.84,14.03,68.62,649.32,69.32,REST_RECOMMENDED,REST_BEFORE_NEXT_VISIT
32.89,100.35,41.96,99.24,590.77,99.37,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
18.61,75.95,14.79,100.69,942.46,34.52,CAUTION,MOVABLE
23.72,53.0,25.68,61.21,1256.26,45.44,CAUTION,REST_RECOMMENDED
28.59,21.45,16.82,90.45,546.84,63.0,REST_RECOMMENDED,REST_RECOMMENDED
29.61,36.08,29.47,73.87,1188.89,74.0,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
33.9,50.44,17.1,64.1,442.19,70.56,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
29.34,22.59,29.39,30.61,510.47,61.61,REST_RECOMMENDED,REST_RECOMMENDED
25.76,76.95,4.32,152.21,1690.14,65.1,REST_RECOMMENDED,REST_RECOMMENDED
30.24,9.8,11.35,85.91,73.47,58.67,REST_RECOMMENDED,REST_RECOMMENDED
18.25,10.77,38.86,12.42,549.39,18.81,LOW,MOVABLE
31.06,148.28,32.08,150.33,954.64,100.0,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
29.27,70.76,8.63,89.53,1892.53,76.39,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
20.39,61.05,24.03,80.91,1198.79,33.0,CAUTION,MOVABLE
25.23,135.84,38.44,83.31,881.09,81.03,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
33.02,76.99,28.43,72.72,521.43,81.0,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
25.08,49.37,23.83,42.48,125.26,53.21,REST_RECOMMENDED,REST_RECOMMENDED
24.98,137.31,18.32,28.43,687.35,54.54,REST_RECOMMENDED,REST_RECOMMENDED
29.37,136.27,10.27,11.09,741.31,85.22,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
24.48,97.44,41.77,89.67,677.11,62.0,REST_RECOMMENDED,REST_RECOMMENDED
24.05,101.0,19.98,136.76,606.61,62.38,REST_RECOMMENDED,REST_RECOMMENDED
33.7,80.79,26.88,71.42,1413.33,83.0,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
21.1,65.35,0.6,86.98,1891.46,36.0,CAUTION,MOVABLE
30.09,80.71,22.6,97.36,82.96,82.61,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
27.51,97.98,25.54,135.06,1966.13,83.03,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
22.85,75.86,43.27,153.02,279.1,48.66,CAUTION,REST_RECOMMENDED
23.97,81.07,21.71,132.84,358.21,55.13,REST_RECOMMENDED,REST_RECOMMENDED
27.54,4.31,18.93,103.91,1489.3,54.96,REST_RECOMMENDED,REST_RECOMMENDED
29.19,52.71,6.39,15.64,383.48,62.83,REST_RECOMMENDED,REST_RECOMMENDED
27.95,114.96,8.68,122.63,1629.86,72.0,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
24.56,16.94,21.02,59.71,1200.88,35.98,CAUTION,MOVABLE
24.37,78.32,36.7,120.15,803.37,57.79,REST_RECOMMENDED,REST_RECOMMENDED
27.71,36.01,27.12,49.92,1028.6,60.02,REST_RECOMMENDED,REST_RECOMMENDED
18.67,57.48,21.43,138.57,2278.8,32.93,CAUTION,MOVABLE
27.25,59.38,37.1,78.29,465.72,62.75,REST_RECOMMENDED,REST_RECOMMENDED
19.25,67.07,43.75,72.83,43.76,37.07,CAUTION,MOVABLE
22.05,72.97,12.85,151.52,1219.23,43.29,CAUTION,REST_RECOMMENDED
32.29,47.01,24.65,106.09,1454.57,84.26,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
22.12,67.86,41.35,109.55,1526.62,49.16,CAUTION,REST_RECOMMENDED
24.92,94.88,20.59,5.96,2393.87,58.63,REST_RECOMMENDED,REST_RECOMMENDED
21.37,19.4,8.34,44.92,1276.44,18.39,LOW,MOVABLE
22.67,116.98,27.47,92.91,939.44,56.49,REST_RECOMMENDED,REST_RECOMMENDED
32.86,68.5,17.14,31.98,444.37,72.84,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
25.75,114.2,12.86,98.76,749.46,79.2,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
21.57,90.55,38.3,100.38,1249.92,64.71,REST_RECOMMENDED,REST_RECOMMENDED
27.67,93.39,26.53,66.28,989.52,79.73,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
30.44,12.7,28.32,117.9,425.01,70.95,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
20.06,98.86,35.23,41.57,1347.01,41.83,CAUTION,REST_RECOMMENDED
26.46,45.44,22.07,153.73,594.6,71.89,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
31.8,86.76,26.82,105.19,734.04,89.38,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
26.18,26.07,33.53,60.05,1191.66,56.79,REST_RECOMMENDED,REST_RECOMMENDED
18.96,46.46,40.53,30.98,1033.34,23.0,LOW,MOVABLE
21.25,102.97,24.66,97.28,1077.97,55.08,REST_RECOMMENDED,REST_RECOMMENDED
28.61,44.61,17.13,151.93,403.43,76.06,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
17.59,107.59,12.54,88.27,631.22,37.21,CAUTION,MOVABLE
33.52,89.87,21.39,44.03,1060.49,80.3,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
31.23,31.38,47.34,113.44,1871.34,85.0,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
29.04,60.14,20.41,31.33,793.25,77.72,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
22.39,118.03,32.88,135.23,1747.63,60.5,REST_RECOMMENDED,REST_RECOMMENDED
25.68,17.55,37.4,125.23,579.08,61.16,REST_RECOMMENDED,REST_RECOMMENDED
27.44,104.74,38.96,58.34,1893.25,76.14,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
23.83,91.45,15.13,76.75,644.22,55.99,REST_RECOMMENDED,REST_RECOMMENDED
31.88,151.56,41.81,73.66,609.91,96.69,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
23.77,58.78,37.19,112.79,2634.53,55.36,REST_RECOMMENDED,REST_RECOMMENDED
26.99,42.44,7.96,65.61,427.58,49.0,CAUTION,REST_RECOMMENDED
24.33,127.99,21.17,37.11,707.92,57.06,REST_RECOMMENDED,REST_RECOMMENDED
22.44,63.38,43.23,100.64,538.4,54.58,REST_RECOMMENDED,REST_RECOMMENDED
29.99,93.4,22.5,94.27,1313.3,96.96,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
27.41,29.73,18.65,55.57,215.26,42.66,CAUTION,REST_RECOMMENDED
21.53,154.69,13.75,144.04,2367.19,53.53,REST_RECOMMENDED,REST_RECOMMENDED
27.03,41.52,11.45,76.98,1262.11,61.23,REST_RECOMMENDED,REST_RECOMMENDED
33.09,101.67,43.79,81.12,1394.41,95.15,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
23.15,66.77,40.29,74.45,2334.94,63.41,REST_RECOMMENDED,REST_RECOMMENDED
28.83,60.71,31.59,140.51,394.78,86.68,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
25.13,100.15,24.23,88.84,1352.21,83.11,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
29.65,16.91,23.93,57.03,1371.34,66.82,REST_RECOMMENDED,REST_RECOMMENDED
27.47,131.5,36.41,20.08,897.02,73.43,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
26.3,25.01,10.44,140.22,1666.91,51.33,REST_RECOMMENDED,REST_RECOMMENDED
23.2,134.5,35.47,148.85,213.77,63.55,REST_RECOMMENDED,REST_RECOMMENDED
25.06,29.01,38.86,59.21,422.72,47.26,CAUTION,REST_RECOMMENDED
34.18,92.34,38.83,71.67,1708.49,98.5,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
19.52,114.71,44.9,36.75,1049.38,42.97,CAUTION,REST_RECOMMENDED
31.34,80.5,25.35,155.43,1799.88,86.65,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
26.88,97.74,29.56,81.13,790.56,76.68,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
26.98,54.76,22.63,138.77,1741.97,68.22,REST_RECOMMENDED,REST_RECOMMENDED
22.27,69.06,29.85,105.64,934.82,44.73,CAUTION,REST_RECOMMENDED
21.73,70.66,14.38,52.02,836.5,41.57,CAUTION,REST_RECOMMENDED
23.9,92.48,26.8,44.02,1399.14,60.21,REST_RECOMMENDED,REST_RECOMMENDED
22.05,98.21,30.52,78.71,30.16,49.0,CAUTION,REST_RECOMMENDED
22.67,117.65,16.75,75.08,646.23,52.32,REST_RECOMMENDED,REST_RECOMMENDED
30.29,148.77,18.96,89.73,1789.92,88.29,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
19.92,108.94,15.86,103.76,860.57,38.0,CAUTION,MOVABLE
31.81,58.37,20.76,83.05,368.53,71.0,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
21.99,99.91,34.61,62.77,486.26,51.0,REST_RECOMMENDED,REST_RECOMMENDED
18.77,37.44,29.17,19.75,1949.64,17.36,LOW,MOVABLE
18.67,117.61,15.3,41.83,1541.36,39.86,CAUTION,REST_RECOMMENDED
19.26,24.51,20.54,142.84,351.98,16.0,LOW,MOVABLE
19.48,26.86,6.39,112.4,2034.14,12.78,LOW,MOVABLE
27.64,72.37,48.66,8.54,693.33,74.87,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
34.5,115.87,20.94,70.94,1550.74,94.52,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
24.32,2.64,34.27,56.03,995.72,35.22,CAUTION,MOVABLE
26.11,80.5,21.15,95.22,168.14,69.15,REST_RECOMMENDED,REST_BEFORE_NEXT_VISIT
27.2,110.26,28.26,70.46,198.77,78.33,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
22.31,43.44,30.83,84.41,658.66,35.0,CAUTION,MOVABLE
25.75,73.73,32.09,13.17,2028.08,71.48,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
24.67,31.23,19.8,53.98,346.6,41.15,CAUTION,REST_RECOMMENDED
27.09,40.24,54.37,69.82,482.99,60.67,REST_RECOMMENDED,REST_RECOMMENDED
25.48,123.85,20.64,104.12,681.44,78.77,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
32.61,98.51,4.35,155.11,1647.61,95.69,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
22.35,66.8,27.17,52.69,835.46,45.8,CAUTION,REST_RECOMMENDED
27.02,29.64,53.32,131.23,1914.62,57.8,REST_RECOMMENDED,REST_RECOMMENDED
23.79,59.97,17.79,31.64,573.37,34.0,CAUTION,MOVABLE
28.31,73.42,11.58,78.94,1142.17,85.84,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
30.04,46.78,16.47,71.47,235.76,65.0,REST_RECOMMENDED,REST_RECOMMENDED
34.53,68.47,17.26,163.85,535.47,84.67,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
16.73,2.55,32.76,52.94,85.4,10.0,LOW,MOVABLE
21.08,61.05,7.52,77.58,980.13,35.87,CAUTION,MOVABLE
17.63,63.52,34.08,11.2,1466.31,30.28,CAUTION,MOVABLE
24.14,110.59,31.81,62.15,2583.79,69.53,REST_RECOMMENDED,REST_BEFORE_NEXT_VISIT
16.46,45.17,18.06,51.05,323.77,16.23,LOW,MOVABLE
20.37,93.9,22.11,139.17,1062.1,46.16,CAUTION,REST_RECOMMENDED
27.84,99.75,44.4,78.14,1166.66,82.51,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
20.28,90.59,39.68,119.36,2839.65,55.83,REST_RECOMMENDED,REST_RECOMMENDED
24.34,83.61,17.21,35.27,1532.39,45.8,CAUTION,REST_RECOMMENDED
18.18,71.43,32.15,10.14,464.54,31.89,CAUTION,MOVABLE
